Organisation,Branch,Name,Country,L1,L2,L3,Address,Postcode,Lat,Lon,Capacity,Population,Status
"Union Gospel Mission",,"Union Gospel Mission",,,,,"Union Gospel Mission",,47.6206989,-122.3537259,100,50,
